        27
        73	         1	         0	
        74	         1	         0	
        75	         1	         0	
        76	         1	         0	
        77	         1	         0	
        78	         1	         0	
        79	         1	         0	
        80	         1	         0	
        81	         1	         0	
        73	         2	         0	
        74	         2	         0	
        75	         2	         0	
        76	         2	         0	
        77	         2	         0	
        78	         2	         0	
        79	         2	         0	
        80	         2	         0	
        81	         2	         0	
        73	         3	         0	
        74	         3	         0	
        75	         3	         0	
        76	         3	         0	
        77	         3	         0	
        78	         3	         0	
        79	         3	         0	
        80	         3	         0	
        81	         3	         0	
